"SOURCETY","year","radius_km","value","year.lag","value.lag","diff_yoy","diff_yoy_absolute"
"Oil & Gas",2009,50,0.0848628588533255,2008,0.0979022315826262,-0.133187696730854,-0.0130393727293007
"Oil & Gas",2010,50,0.102503636462771,2009,0.0848628588533255,0.2078739491906,0.0176407776094452
"Oil & Gas",2011,50,0.0960448126463296,2010,0.102503636462771,-0.0630106798092666,-0.00645882381644111
"Oil & Gas",2012,50,0.0876116919698824,2011,0.0960448126463296,-0.0878040202702143,-0.00843312067644726
"Oil & Gas",2013,50,0.0873241671301385,2012,0.0876116919698824,-0.00328180900607121,-0.000287524839743897
"Oil & Gas",2014,50,0.0896662305104869,2013,0.0873241671301385,0.0268203345914324,0.00234206338034848
"Oil & Gas",2015,50,0.0949190048524481,2014,0.0896662305104869,0.0585814114417004,0.00525277434196118
"Oil & Gas",2016,50,0.102082286557711,2015,0.0949190048524481,0.0754673072731625,0.00716328170526251
"Oil & Gas",2017,50,0.0982270258180129,2016,0.102082286557711,-0.037766206750455,-0.00385526073969769
"Oil & Gas",2018,50,0.0906217582181273,2017,0.0982270258180129,-0.0774254085018933,-0.00760526759988567
"Oil & Gas",2019,50,0.0870071542534118,2018,0.0906217582181273,-0.0398867119308713,-0.00361460396471551
"Oil & Gas",2020,2,0.111388347934814,2019,0.0870071542534118,0.280220562212515,0.0243811936814021
"Oil & Gas",2020,20,0.109863405065995,2020,0.111388347934814,-0.0136903266552727,-0.00152494286881877
"Oil & Gas",2020,50,0.0663536063845959,2020,0.109863405065995,-0.396035410110061,-0.0435097986813992
"Oil & Gas",2020,200,0.0562755496387693,2020,0.0663536063845959,-0.151884084301502,-0.0100780567458266
"Smelter",2005,50,0.108857764317982,NA,NA,NA,NA
"Smelter",2006,50,0.112377822321049,2005,0.108857764317982,0.0323363062352164,0.00352005800306728
"Smelter",2007,50,0.104597565897521,2006,0.112377822321049,-0.0692330235880623,-0.00778025642352828
"Smelter",2008,50,0.101405426197336,2007,0.104597565897521,-0.030518298134325,-0.00319213970018525
"Smelter",2009,50,0.0898444373122419,2008,0.101405426197336,-0.114007596226617,-0.0115609888850939
"Smelter",2010,50,0.0800611414245026,2009,0.0898444373122419,-0.108891503808287,-0.00978329588773937
"Smelter",2011,50,0.0858882270828913,2010,0.0800611414245026,0.072782945068097,0.00582708565838871
"Smelter",2012,50,0.0799800958617836,2011,0.0858882270828913,-0.0687886037676118,-0.00590813122110767
"Smelter",2013,50,0.0809874778927308,2012,0.0799800958617836,0.0125954091463973,0.00100738203094725
"Smelter",2014,50,0.0801388091365902,2013,0.0809874778927308,-0.0104790120426359,-0.000848668756140633
"Smelter",2015,50,0.0708051304087243,2014,0.0801388091365902,-0.11646889725997,-0.00933367872786588
"Smelter",2016,50,0.068687072962622,2015,0.0708051304087243,-0.0299138979601597,-0.00211805744610238
"Smelter",2017,50,0.0727686146901521,2016,0.068687072962622,0.0594222690163438,0.00408154172753016
"Smelter",2018,50,0.0669875286468459,2017,0.0727686146901521,-0.0794447725564386,-0.00578108604330625
"Smelter",2019,50,0.0660672744151866,2018,0.0669875286468459,-0.013737694914986,-0.000920254231659257
"Smelter",2020,2,0.0655635177911763,2019,0.0660672744151866,-0.00762490398566394,-0.00050375662401031
"Smelter",2020,20,0.075670021348015,2020,0.0655635177911763,0.154148280893477,0.0101065035568387
"Smelter",2020,50,0.0561173749393693,2020,0.075670021348015,-0.258393562738947,-0.0195526464086457
"Smelter",2020,200,0.0418516267980083,2020,0.0561173749393693,-0.254212677566868,-0.0142657481413609
