"COUNTRY","year_offsetted","value","variance","upr","lwr"
"Iraq",2017,380.844889654364,444.423957379784,422.164365385188,339.525413923539
"Iraq",2018,279.229877508308,447.546683010445,320.69426388328,237.765491133336
"Iraq",2019,338.096448000548,368.374097115643,375.714873425856,300.47802257524
"Iraq",2020,243.512305704647,349.643881667325,280.161888728375,206.862722680918
"Israel",2008,81.1297808299171,74.2456381277118,98.0182989245108,64.2412627353234
"Israel",2009,67.0784819834157,112.187172852586,87.8384974754738,46.3184664913575
"Israel",2010,93.9397979431961,148.742333998602,117.843951354037,70.035644532355
"Israel",2011,98.9862851658524,212.84472840348,127.581115269121,70.3914550625836
"Israel",2012,84.9109590835432,162.905872531363,109.92733771668,59.894580450406
"Israel",2013,41.5770032669843,129.31486343731,63.8654751612343,19.2885313727344
"Israel",2014,70.3012297328025,119.710156050754,91.7460084792614,48.8564509863436
"Israel",2015,79.5264317965675,148.307910254333,103.395651893442,55.6572116996929
"Israel",2016,78.8956210031003,158.861227353452,103.599492987083,54.1917490191173
"Israel",2017,55.7193361269395,153.363106566508,79.9919484747256,31.4467237791534
"Israel",2018,49.7491765142446,160.28467666265,74.5634791211533,24.9348739073358
"Israel",2019,51.7450125646042,158.774436019295,76.442135340582,27.0478897886264
"Israel",2020,65.5598049979937,156.499568546268,90.0793633652919,41.0402466306955
"Italy",2008,38.251514412323,149.605020527985,62.2248881185895,14.2781407060566
"Italy",2009,33.6744202378994,215.728783953365,62.4623290962247,4.88651137957409
"Italy",2010,8.27933588311568,291.745623806208,41.7572388702194,-25.1985671039881
"Italy",2011,12.7608095190439,287.860756625432,46.0150706392712,-20.4934516011834
"Italy",2012,14.492098052714,225.406575838568,43.9186490184905,-14.9344529130626
"Italy",2013,8.63657207214343,227.855748964975,38.22255938411,-20.9494152398231
"Italy",2014,0,282.13613459301,32.9219406270728,-32.9219406270728
"Italy",2015,0,310.142321129796,34.5172817709075,-34.5172817709075
"Italy",2016,12.521565896454,339.763550853298,48.6496111931211,-23.6064794002131
"Italy",2017,8.62638259777276,292.845061889592,42.1673067018438,-24.9145415062983
"Italy",2018,2.57573251237833,332.173267476604,38.2979500294659,-33.1464850047093
"Italy",2019,39.0778859105976,382.968695149232,77.4342744174069,0.721497403788398
"Italy",2020,44.5540206023372,388.754906076476,83.1990829930669,5.90895821160752
"Jamaica",2008,59.3496567293502,81.0993797072098,77.0004747580767,41.6988387006237
"Jamaica",2009,55.978255635167,69.5666863624823,72.3259582973184,39.6305529730156
"Jamaica",2010,56.2337260988611,73.3533705630204,73.0204562258066,39.4469959719156
"Jamaica",2011,58.4596461345647,84.5563969629736,76.4827383934685,40.4365538756608
"Jamaica",2012,61.7786705728315,63.9133266895123,77.4480494951254,46.1092916505375
"Jamaica",2013,63.2425680994278,75.2874049539902,80.2491578478532,46.2359783510023
"Jamaica",2014,52.8584109475643,82.3601762822283,70.6459024291029,35.0709194660257
"Jamaica",2015,44.0354881658854,75.4589981110645,61.061447379494,27.0095289522767
"Jamaica",2016,59.0153481011446,85.1160816848625,77.0979900375589,40.9327061647303
"Jamaica",2017,56.1650900441274,93.4312690903875,75.1104209554003,37.2197591328545
"Jamaica",2018,56.9436554862747,96.1010163309714,76.1577561505541,37.7295548219954
"Jamaica",2019,48.4237846836298,102.880978537703,68.3041158466271,28.5434535206326
"Jamaica",2020,48.607578212159,105.56594423732,68.7456548676414,28.4695015566765
"Jordan",2008,13.3859570523685,12.2981531600729,20.2594267132993,6.51248739143774
"Jordan",2009,25.5897593339476,16.9352251730141,33.6556356672825,17.5238830006128
"Jordan",2010,28.1396071799707,27.227233782014,38.3668326735728,17.9123816863685
"Jordan",2011,22.0054796290436,37.6040114278507,34.0246131377967,9.98634612029053
"Jordan",2012,26.6148840717107,29.6515150080889,37.2877121905868,15.9420559528345
"Jordan",2013,23.9068737925307,29.8214944867545,34.6102495787168,13.2034980063445
"Jordan",2014,34.1394920954347,35.1722132833701,45.7635006359251,22.5154835549442
"Jordan",2015,34.0429206261864,33.8506108750383,45.446451076777,22.6393901755958
"Jordan",2016,28.7417458071734,29.0281449521209,39.3017894457228,18.181702168624
"Jordan",2017,17.9606185999598,27.8998001464222,28.3133898348753,7.6078473650442
"Jordan",2018,24.6986497746695,31.4994379074467,35.6990243439852,13.6982752053538
"Jordan",2019,14.2614434845522,26.5737475923541,24.3651907473645,4.15769622173985
"Jordan",2020,8.77195794589456,23.8488945875254,18.343682630999,-0.799766739209876
"Kazakhstan",2008,840.880638857306,1413.43993491861,914.568296263301,767.19298145131
"Kazakhstan",2009,721.647996569529,1506.16668770069,797.714348838262,645.581644300796
"Kazakhstan",2010,623.050991643702,1735.86604425717,704.711894134541,541.390089152863
"Kazakhstan",2011,712.485848825876,1978.98083028652,799.677894091649,625.293803560103
"Kazakhstan",2012,735.716134873196,1571.0576768126,813.403811960642,658.02845778575
"Kazakhstan",2013,506.698655008735,1499.54841222258,582.597700986891,430.799609030578
"Kazakhstan",2014,683.701348935335,1663.35120018751,763.63838647514,603.764311395529
"Kazakhstan",2015,644.993825437696,2148.02974841057,735.833635441318,554.154015434075
"Kazakhstan",2016,557.757780612845,2427.29957621149,654.322339597879,461.193221627811
"Kazakhstan",2017,680.042917397246,2290.20853338998,773.840918985078,586.244915809414
"Kazakhstan",2018,542.717001615944,2687.13951840127,644.318749503913,441.115253727976
"Kazakhstan",2019,544.524452257609,2822.57149065739,648.655094426518,440.393810088699
"Kazakhstan",2020,620.63269501385,2779.1301293904,723.95890807262,517.306481955081
"Kuwait",2008,546.296478292898,648.999312638193,596.228389526406,496.36456705939
"Kuwait",2009,532.133870092017,516.432920767359,576.675184715857,487.592555468178
"Kuwait",2010,559.031559457653,535.644050682924,604.39377043886,513.669348476446
"Kuwait",2011,510.92189967678,607.431521486019,559.228306425168,462.615492928392
"Kuwait",2012,485.551037187359,538.075069142716,531.016069746664,440.086004628054
"Kuwait",2013,584.196905169481,526.506378000699,629.170529681271,539.223280657691
"Kuwait",2014,586.346259014835,607.116870447993,634.640152723181,538.052365306489
"Kuwait",2015,585.144536882103,533.815908752907,630.429271562403,539.859802201803
"Kuwait",2016,546.519875989084,495.300929664602,590.140376346135,502.899375632032
"Kuwait",2017,496.731843809283,429.448421902067,537.349193028293,456.114494590274
"Kuwait",2018,506.48745259735,463.290535549966,548.674854998645,464.300050196056
"Kuwait",2019,567.557762772086,569.633559163665,614.337077440891,520.77844810328
"Kuwait",2020,514.151227593103,604.481702830949,562.340198422489,465.962256763718
"Lebanon",2008,8.91863860983929,46.8507986259994,22.3343766812851,-4.49709946160647
"Lebanon",2009,21.9312197520651,77.2361778531709,39.1565064213992,4.70593308273089
"Lebanon",2010,7.61169762589676,86.6477867516118,25.8563170405349,-10.6329217887414
"Lebanon",2011,0,104.202652160228,20.0076212613776,-20.0076212613776
"Lebanon",2012,5.01150855110349,77.3214891774138,22.2463057017506,-12.2232885995436
"Lebanon",2013,0,73.3197103227165,16.782878155303,-16.782878155303
"Lebanon",2014,31.4304611445388,81.3200243890221,49.1052738929915,13.7556483960861
"Lebanon",2015,6.92866618454162,89.9340080473754,25.5160405369023,-11.6587081678191
"Lebanon",2016,26.0186293005818,91.2321169223431,44.7396682773287,7.29759032383504
"Lebanon",2017,23.9151218321767,92.1880084794934,42.7339808139222,5.09626285043124
"Lebanon",2018,13.2389530368799,103.796371709865,33.2075318936893,-6.72962581992953
"Lebanon",2019,0,110.510570767909,20.6043055855323,-20.6043055855323
"Lebanon",2020,7.5237570229624,110.979674461773,28.1717476615778,-13.124233615653
"Macedonia (FYROM)",2008,35.5661225681948,44.6096215334054,48.6570477487437,22.4751973876458
"Macedonia (FYROM)",2009,39.2600365384408,63.3304441900319,54.8578003012507,23.6622727756308
"Macedonia (FYROM)",2010,24.1222442504447,91.9607840841515,42.9178966237378,5.32659187715168
"Macedonia (FYROM)",2011,40.3220464929935,100.443779972481,59.9654887866008,20.6786041993861
"Macedonia (FYROM)",2012,52.7699943967825,70.5509913353009,69.2329433523522,36.3070454412128
"Macedonia (FYROM)",2013,32.6048793038834,62.6271834907313,48.1157976550963,17.0939609526705
"Macedonia (FYROM)",2014,26.6729691484103,76.3327807357849,43.7972212627244,9.5487170340962
"Macedonia (FYROM)",2015,23.1057208496974,83.0801761446495,40.9707930487479,5.24064865064698
"Macedonia (FYROM)",2016,21.774014949157,85.6832771359748,39.916806284714,3.63122361360004
"Macedonia (FYROM)",2017,46.9542206888449,98.8661036730034,66.44278204853,27.4656593291598
"Macedonia (FYROM)",2018,34.9232216771519,98.1355639694867,54.3396472633709,15.5067960909329
"Macedonia (FYROM)",2019,61.3048270314444,110.879197110813,81.9434685473218,40.666185515567
"Macedonia (FYROM)",2020,54.7225448846894,119.422854968311,76.1415747330803,33.3035150362984
"Mali",2008,13.0420960387452,13.1879477440423,20.1598780003898,5.92431407710067
"Mali",2009,11.3116323613765,17.728794268234,19.5643250165557,3.05893970619739
"Mali",2010,12.707631260942,27.8307832923898,23.0475895343609,2.36767298752306
"Mali",2011,10.3883796615243,33.4807350040511,21.7294374425059,-0.952678119457261
"Mali",2012,19.8990722412227,27.7384335544377,30.2218609314328,9.57628355101271
"Mali",2013,14.8956216921272,25.462410257896,24.7858388407409,5.00540454351344
"Mali",2014,21.2735264662753,28.9005557360495,31.8103369379317,10.736715994619
"Mali",2015,23.6716182153035,28.588422714189,34.1513741618334,13.1918622687736
"Mali",2016,16.6121347506576,29.4557220593199,27.2496674468745,5.97460205444072
"Mali",2017,7.94424778321978,27.1754989070759,18.1617522046244,-2.27325663818483
"Mali",2018,24.2012670371954,34.9266672453093,35.7846294544549,12.6179046199358
"Mali",2019,19.6218501765986,33.3482984261169,30.940455357175,8.30324499602225
"Mali",2020,18.8926230045548,30.4079830943072,29.7007360616564,8.08450994745318
"Mexico",2008,2102.13820291433,5939.96430036946,2253.19768410071,1951.07872172795
"Mexico",2009,2013.73437282766,6113.953111763,2166.99024473522,1860.47850092009
"Mexico",2010,1945.23130284246,4947.48155465298,2083.09444200719,1807.36816367772
"Mexico",2011,2028.99965397518,4968.88473350505,2167.16067449918,1890.83863345118
"Mexico",2012,2083.69893295376,5269.44620537843,2225.97719743074,1941.42066847677
"Mexico",2013,2018.4897039001,5447.43366801781,2163.15089834788,1873.82850945233
"Mexico",2014,1928.29324217337,5640.10400373556,2075.49046884816,1781.09601549857
"Mexico",2015,1956.49734376226,6646.85320028565,2116.29268554111,1796.70200198342
"Mexico",2016,2068.01226352323,6502.4244447145,2226.06198274733,1909.96254429914
"Mexico",2017,2051.84679609634,5048.94744268374,2191.11644999056,1912.57714220213
"Mexico",2018,1895.07825497974,4121.85280005746,2020.9135032876,1769.24300667188
"Mexico",2019,1877.42926280225,4058.27526208454,2002.29026650966,1752.56825909483
"Mexico",2020,1854.25412895576,4147.82098210907,1980.48514370598,1728.02311420554
"Morocco",2008,198.226907581348,242.239638015216,228.732444675444,167.721370487253
"Morocco",2009,175.538661533685,324.323109471468,210.836248665748,140.241074401622
"Morocco",2010,179.243092827871,487.437533457467,222.515948390339,135.970237265404
"Morocco",2011,176.987460076462,505.159202417832,221.039924162009,132.934995990916
"Morocco",2012,163.750948026902,389.879180957647,202.4518506206,125.050045433204
"Morocco",2013,165.379040763198,365.674190087204,202.859355178088,127.898726348308
"Morocco",2014,200.628646344769,381.420649227843,238.907433761218,162.34985892832
"Morocco",2015,172.878838296979,411.99314623584,212.662162323254,133.095514270704
"Morocco",2016,177.167839894345,433.661562545506,217.983942827805,136.351736960885
"Morocco",2017,175.473436951039,487.70998634734,218.758384491171,132.188489410908
"Morocco",2018,157.978530603959,510.160316896112,202.248519009064,113.708542198855
"Morocco",2019,193.253165311184,482.622842977835,236.311775525444,150.194555096923
"Morocco",2020,125.937935874816,469.675920220291,168.415071078574,83.4608006710592
"Namibia",2008,38.4162338916352,19.905072442562,47.1607937030463,29.6716740802241
"Namibia",2009,35.1503115588318,39.5867022961923,47.4822325584592,22.8183905592043
"Namibia",2010,48.3345404141133,59.9051315404296,63.5046278669171,33.1644529613095
"Namibia",2011,44.6710477688772,80.4718674789993,62.2534459587523,27.0886495790021
"Namibia",2012,43.4031537102382,60.1949894996092,58.6098979923552,28.1964094281212
"Namibia",2013,52.0939050809677,44.1464189841754,65.1166883153462,39.0711218465893
"Namibia",2014,36.426949553737,57.090984577521,51.2364305153712,21.6174685921029
"Namibia",2015,61.006875147957,55.0893332028778,75.5544241659936,46.4593261299205
"Namibia",2016,31.6159216554893,28.6291211243188,42.103134426821,21.1287088841576
"Namibia",2017,34.6553603982464,25.5493840569095,44.5624545127193,24.7482662837735
"Namibia",2018,29.9560833872677,24.5145104868187,39.6604609297051,20.2517058448304
"Namibia",2019,34.5818614911056,21.8172372248382,43.7368108914539,25.4269120907572
"Namibia",2020,9.73779670953481,21.5387129273419,18.8341212190099,0.641472200059759
"Oman",2008,42.4252601470815,18.5514361426637,50.8672502611279,33.9832700330351
"Oman",2009,40.0778826753558,31.9263330217111,51.1525474981035,29.0032178526081
"Oman",2010,45.1983001207033,48.4395709506366,58.8396144182321,31.5569858231744
"Oman",2011,46.6039293489695,64.939577816869,62.3986082675573,30.8092504303816
"Oman",2012,44.5051837076125,40.0106550741805,56.9029630463881,32.1074043688368
"Oman",2013,30.3675545101615,29.3719640077576,40.9899524001015,19.7451566202216
"Oman",2014,42.9420564431158,31.2272767803624,53.8948052524075,31.9893076338241
"Oman",2015,35.2705975812592,32.4437242483825,46.4346385643704,24.106556598148
"Oman",2016,10.4435316676246,29.1386629444504,21.0236586785541,-0.136595343304911
"Oman",2017,0.022761282564929,30.1930893285174,10.7926160617359,-10.7470934966061
"Oman",2018,7.86988460305024,32.7981717983524,19.0947434788023,-3.35497427270185
"Oman",2019,39.6478957531925,34.3602015632595,51.1369405492327,28.1588509571524
"Oman",2020,26.7356348662102,34.2554991166663,38.207161591393,15.2641081410273
"Pakistan",2008,319.116851232149,232.092802489198,348.976652136417,289.257050327881
"Pakistan",2009,391.260639529206,291.44487193147,424.721282380352,357.799996678061
"Pakistan",2010,379.225461008953,354.470010315588,416.127113975024,342.323808042882
"Pakistan",2011,437.895059787221,463.816298289501,480.106393472725,395.683726101717
"Pakistan",2012,319.739421344171,373.895207981399,357.63870670658,281.840135981762
"Pakistan",2013,373.854743213773,329.967067336344,409.458134707833,338.251351719713
"Pakistan",2014,401.17621667887,356.661143219467,438.191746498013,364.160686859726
"Pakistan",2015,350.997620703164,417.122952806975,391.027853471701,310.967387934626
"Pakistan",2016,356.619031200105,407.28201458191,396.174240556369,317.063821843841
"Pakistan",2017,371.502982766639,426.454000891419,411.978477696589,331.027487836688
"Pakistan",2018,314.726675204887,402.889405300692,354.068001306115,275.385349103659
"Pakistan",2019,241.949199037919,370.691769142203,279.685779438595,204.212618637243
"Pakistan",2020,227.618307551071,365.265341750379,265.077663349967,190.158951752176
"Peru",2008,395.323885246015,882.01491035968,453.533407487979,337.11436300405
"Peru",2009,328.250824110383,352.495968868891,365.049581073176,291.452067147589
"Peru",2010,266.579828488135,336.094370821572,302.512266965758,230.647390010512
"Peru",2011,224.214757132727,473.717473380103,266.874258369111,181.555255896344
"Peru",2012,263.602802902521,361.271841269278,300.856821550447,226.348784254594
"Peru",2013,271.515850826219,281.699474741741,304.412305075391,238.619396577047
"Peru",2014,377.549125380108,553.16956231923,423.647457135233,331.450793624984
"Peru",2015,440.542775211157,863.311179296603,498.131803909216,382.953746513098
"Peru",2016,389.67804981272,752.057981888078,443.428453934189,335.927645691251
"Peru",2017,473.384593056326,1456.76925270843,548.193180539347,398.576005573306
"Peru",2018,585.898377717512,1826.38231534572,669.661318822944,502.135436612079
"Peru",2019,520.8169779212,1823.9391436078,604.523874973257,437.110080869143
"Peru",2020,406.320194630166,1651.38671488676,485.969219758594,326.671169501737
"Poland",2008,204.380446311943,820.825063289103,260.534533991572,148.226358632314
"Poland",2009,175.729996277127,1007.62292294233,237.946426749915,113.513565804339
"Poland",2010,238.373706429872,1630.00866351141,317.505503336966,159.241909522779
"Poland",2011,214.08865611925,1551.68457224047,291.29585431164,136.88145792686
"Poland",2012,176.277832913322,1151.73691430242,242.794842241645,109.760823584999
"Poland",2013,165.402761795058,1264.95271799914,235.112462421768,95.6930611683484
"Poland",2014,212.697360482459,1294.60523890087,283.219381764903,142.175339200014
"Poland",2015,129.382595422031,1613.93960586263,208.12337513548,50.641815708582
"Poland",2016,87.6765743939836,1885.14571207833,172.776373262842,2.57677552512544
"Poland",2017,116.21967278344,2005.81919523004,204.000963616941,28.4383819499386
"Poland",2018,103.014175959174,1762.70859060001,185.304037556147,20.7243143622003
"Poland",2019,160.168940237512,1785.60713522246,242.991572233064,77.3463082419603
"Poland",2020,96.8760775085255,1867.86390595818,181.58490810563,12.1672469114211
"Portugal",2008,42.2750420044446,184.8455467091,68.9227933586899,15.6272906501994
"Portugal",2009,32.6969310664223,238.8275286407,62.9868606474912,2.40700148535343
"Portugal",2010,25.4661834939472,406.420217048414,64.9795218218231,-14.0471548339287
"Portugal",2011,59.6714113541846,408.198259109592,99.2710885270532,20.0717341813161
"Portugal",2012,27.7567098046751,279.317508788,60.5137875400284,-5.00036793067824
"Portugal",2013,24.9378750262415,252.33195719734,56.0723968110593,-6.19664675857642
"Portugal",2014,39.2532818897492,314.945713618895,74.0368333679745,4.46973041152398
"Portugal",2015,34.8654103790299,332.111361197982,70.5842990120511,-0.853478253991213
"Portugal",2016,62.6355493731582,391.574977845993,101.420526295843,23.8505724504737
"Portugal",2017,42.7283151919848,397.974274883534,81.8289286704532,3.62770171351644
"Portugal",2018,23.116236269645,650.626958396917,73.110721199261,-26.878248659971
"Portugal",2019,41.276184073425,522.782473338566,86.0904803367541,-3.53811218990419
"Portugal",2020,33.5456934522101,409.872829597282,73.2265132796899,-6.13512637526977
"Puerto Rico",2008,38.168226118091,132.133117439046,60.6982634894279,15.638188746754
"Puerto Rico",2009,34.3536056281968,176.466766611935,60.3904013338209,8.3168099225726
"Puerto Rico",2010,26.2172770281593,256.929948694853,57.6341847516471,-5.19963069532848
"Puerto Rico",2011,31.2977676275817,278.983670848336,64.0352640182798,-1.43972876311634
"Puerto Rico",2012,25.4418493642371,211.55897361767,53.9501806561532,-3.06648192767902
"Puerto Rico",2013,28.1200214416038,210.778672745738,56.5757299940196,-0.335687110811925
"Puerto Rico",2014,34.8198907382414,236.838628516105,64.9834328927608,4.65634858372193
"Puerto Rico",2015,37.9577073789844,278.582609326091,70.6716639111299,5.24375084683877
"Puerto Rico",2016,34.0233307773012,275.765463956813,66.5714583169384,1.47520323766389
