"COUNTRY","SOURCETY","year","radius_km","value","year.lag","value.lag","diff_yoy","diff_yoy_absolute"
"Iran","Oil & Gas",2013,50,0.10755255214152,2012,0.105529550761007,0.0191699989806134,0.0020230013805131
"Iran","Oil & Gas",2014,50,0.115567735548001,2013,0.10755255214152,0.0745234143391957,0.00801518340648048
"Iran","Oil & Gas",2015,50,0.105915533769676,2014,0.115567735548001,-0.0835198659258619,-0.0096522017783245
"Iran","Oil & Gas",2016,50,0.120750769952549,2015,0.105915533769676,0.140066670627679,0.0148352361828721
"Iran","Oil & Gas",2017,50,0.121944401677387,2016,0.120750769952549,0.00988508582849997,0.0011936317248384
"Iran","Oil & Gas",2018,50,0.120998126531493,2017,0.121944401677387,-0.00775989002264485,-0.000946275145893752
"Iran","Oil & Gas",2019,50,0.110447553114034,2018,0.120998126531493,-0.0871961717085981,-0.0105505734174588
"Iran","Oil & Gas",2020,2,0.11652296997455,2019,0.110447553114034,0.0550072562879002,0.00607541686051516
"Iran","Oil & Gas",2020,20,0.121188364663799,2020,0.11652296997455,0.0400384120853487,0.00466539468924973
"Iran","Oil & Gas",2020,50,0.102169415104688,2020,0.121188364663799,-0.156937092202486,-0.0190189495591112
"Iran","Oil & Gas",2020,200,0.0558229519203497,2020,0.102169415104688,-0.453623651822313,-0.0463464631843384
"Iran","Smelter",2005,50,0.150451205471437,NA,NA,NA,NA
"Iran","Smelter",2006,50,0.164838139986123,2005,0.150451205471437,0.0956252525169499,0.0143869345146857
"Iran","Smelter",2007,50,0.159223754320294,2006,0.164838139986123,-0.0340599916154214,-0.005614385665829
"Iran","Smelter",2008,50,0.161893106440534,2007,0.159223754320294,0.0167647857044673,0.00266935212024047
"Iran","Smelter",2009,50,0.1579694129297,2008,0.161893106440534,-0.0242363223308391,-0.00392369351083363
"Iran","Smelter",2010,50,0.173593012181018,2009,0.1579694129297,0.0989026860425858,0.0156235992513178
"Iran","Smelter",2011,50,0.186123044751603,2010,0.173593012181018,0.0721805124132432,0.0125300325705843
"Iran","Smelter",2012,50,0.141921339305895,2011,0.186123044751603,-0.237486473019492,-0.0442017054457072
"Iran","Smelter",2013,50,0.150017240422608,2012,0.141921339305895,0.0570449881343253,0.00809590111671235
"Iran","Smelter",2014,50,0.161994722189919,2013,0.150017240422608,0.0798407018658016,0.0119774817673117
"Iran","Smelter",2015,50,0.138764354149892,2014,0.161994722189919,-0.143402005485047,-0.0232303680400274
"Iran","Smelter",2016,50,0.165856957602,2015,0.138764354149892,0.195241808446302,0.027092603452108
"Iran","Smelter",2017,50,0.141797886260563,2016,0.165856957602,-0.145059162360683,-0.0240590713414374
"Iran","Smelter",2018,50,0.196069064900463,2017,0.141797886260563,0.38273616110309,0.0542711786399003
"Iran","Smelter",2019,50,0.142928915118744,2018,0.196069064900463,-0.271027710611545,-0.0531401497817188
"Iran","Smelter",2020,2,0.140563719711887,2019,0.142928915118744,-0.0165480540091681,-0.00236519540685678
"Iran","Smelter",2020,20,0.164868444502354,2020,0.140563719711887,0.172908947204041,0.0243047247904663
"Iran","Smelter",2020,50,0.147299634591359,2020,0.164868444502354,-0.106562598828572,-0.017568809910995
"Iran","Smelter",2020,200,0.0995141451828667,2020,0.147299634591359,-0.324410101498617,-0.0477854894084919
"Iraq","Oil & Gas",2005,50,0.0823403273214383,NA,NA,NA,NA
"Iraq","Oil & Gas",2006,50,0.0718924725366379,2005,0.0823403273214383,-0.126886243043633,-0.0104478547848003
"Iraq","Oil & Gas",2007,50,0.0744686824141798,2006,0.0718924725366379,0.0358342088767212,0.00257620987754183
"Iraq","Oil & Gas",2008,50,0.0961222611520043,2007,0.0744686824141798,0.290774296467227,0.0216535787378245
"Iraq","Oil & Gas",2009,50,0.104217553415319,2008,0.0961222611520043,0.0842187040368589,0.0080952922633143
"Iraq","Oil & Gas",2010,50,0.115923970107401,2009,0.104217553415319,0.112326727201429,0.0117064166920829
"Iraq","Oil & Gas",2011,50,0.110783586845611,2010,0.115923970107401,-0.0443427123573152,-0.0051403832617905
"Iraq","Oil & Gas",2012,50,0.0994829926828999,2011,0.110783586845611,-0.102006032522306,-0.0113005941627111
"Iraq","Oil & Gas",2013,50,0.111544262024037,2012,0.0994829926828999,0.12123951055214,0.0120612693411369
"Iraq","Oil & Gas",2014,50,0.100923348690876,2013,0.111544262024037,-0.0952170299075748,-0.0106209133331611
"Iraq","Oil & Gas",2015,50,0.104849129986472,2014,0.100923348690876,0.0388986428464703,0.00392578129559616
"Iraq","Oil & Gas",2016,50,0.107224805809349,2015,0.104849129986472,0.0226580403975136,0.00237567582287763
