"COUNTRY","year","radius_km","value","year.lag","value.lag","diff_yoy","diff_yoy_absolute"
"Armenia",2005,50,-0.00534251699972407,NA,NA,NA,NA
"Armenia",2006,50,0.000251613056663262,2005,-0.00534251699972407,-1.04709635115363,0.00559413005638733
"Armenia",2007,50,0.0161570806363587,2006,0.000251613056663262,63.2139992678597,0.0159054675796954
"Armenia",2008,50,0.00490459949979784,2007,0.0161570806363587,-0.696442716962067,-0.0112524811365608
"Armenia",2009,50,0.0232256543388399,2008,0.00490459949979784,3.73548438354594,0.018321054839042
"Armenia",2010,50,0.00623974898028708,2009,0.0232256543388399,-0.731342381607201,-0.0169859053585528
"Armenia",2011,50,0.029859196587183,2010,0.00623974898028708,3.78532015975572,0.0236194476068959
"Armenia",2012,50,0.0301258013176563,2011,0.029859196587183,0.00892873087508883,0.000266604730473328
"Armenia",2013,50,0.00118602459890233,2012,0.0301258013176563,-0.960630936040622,-0.028939776718754
"Armenia",2014,50,0.00957784955782653,2013,0.00118602459890233,7.07559098410846,0.0083918249589242
"Armenia",2015,50,0.0337220233524212,2014,0.00957784955782653,2.52083452019407,0.0241441737945946
"Armenia",2016,50,0.0220910874626781,2015,0.0337220233524212,-0.344906228436853,-0.011630935889743
"Armenia",2017,50,-0.00642027018721011,2016,0.0220910874626781,-1.2906271679951,-0.0285113576498882
"Armenia",2018,50,-0.00721318920998724,2017,-0.00642027018721011,0.123502438317427,-0.000792919022777131
"Armenia",2019,50,-0.0272917825297415,2018,-0.00721318920998724,2.78359443170488,-0.0200785933197542
"Armenia",2020,2,-0.0446439577887456,2019,-0.0272917825297415,0.635802195774293,-0.0173521752590041
"Armenia",2020,20,-0.0446439577887456,2020,-0.0446439577887456,0,0
"Armenia",2020,50,-0.0149080305680242,2020,-0.0446439577887456,-0.666068348183449,0.0297359272207214
"Armenia",2020,200,-0.0335469215474502,2020,-0.0149080305680242,1.25025843583954,-0.018638890979426
"Aruba",2005,50,0.083720026189385,NA,NA,NA,NA
"Aruba",2006,50,0.0563207991743135,2005,0.083720026189385,-0.32727207888219,-0.0273992270150714
"Aruba",2007,50,0.0470356318403056,2006,0.0563207991743135,-0.164862137436478,-0.00928516733400796
"Aruba",2008,50,0.0627901240847163,2007,0.0470356318403056,0.334948030418728,0.0157544922444108
"Aruba",2009,50,0.0159324688443992,2008,0.0627901240847163,-0.746258363450546,-0.0468576552403171
"Aruba",2010,50,0.0326035503340635,2009,0.0159324688443992,1.04635895745214,0.0166710814896643
"Aruba",2011,50,0.0439926511174071,2010,0.0326035503340635,0.349320876611543,0.0113891007833436
"Aruba",2012,50,0.0304269863286359,2011,0.0439926511174071,-0.308362066031605,-0.0135656647887713
"Aruba",2013,50,0.0150512303730778,2012,0.0304269863286359,-0.505332857795627,-0.015375755955558
"Aruba",2014,50,0.0157109565937104,2013,0.0150512303730778,0.0438320459045419,0.000659726220632583
"Aruba",2015,50,0.0278852992574079,2014,0.0157109565937104,0.77489506072286,0.0121743426636975
"Aruba",2016,50,0.0160224389070118,2015,0.0278852992574079,-0.425416282640203,-0.0118628603503961
"Aruba",2017,50,0.0242812300323903,2016,0.0160224389070118,0.51545155973503,0.00825879112537847
"Aruba",2018,50,0.0045433794555409,2017,0.0242812300323903,-0.812885119514942,-0.0197378505768494
"Aruba",2019,50,0.0068974895829904,2018,0.0045433794555409,0.518140769549534,0.0023541101274495
"Aruba",2020,2,-0.098514466236035,2019,0.0068974895829904,-15.2826553125904,-0.105411955819025
"Aruba",2020,20,-0.098514466236035,2020,-0.098514466236035,0,0
"Aruba",2020,50,0.0019459862833915,2020,-0.098514466236035,-1.01975330484691,0.100460452519427
"Aruba",2020,200,-0.000243586352357246,2020,0.0019459862833915,-1.12517372523958,-0.00218957263574874
"Australia",2005,50,0.0510730966913166,NA,NA,NA,NA
"Australia",2006,50,0.0545712391015396,2005,0.0510730966913166,0.0684928589970869,0.00349814241022293
"Australia",2007,50,0.0573690909993456,2006,0.0545712391015396,0.0512697154008198,0.00279785189780602
"Australia",2008,50,0.0642142174292866,2007,0.0573690909993456,0.119317324201966,0.00684512642994099
"Australia",2009,50,0.0605267903193902,2008,0.0642142174292866,-0.057423842530776,-0.00368742710989636
"Australia",2010,50,0.0476387920592244,2009,0.0605267903193902,-0.21293047578036,-0.0128879982601659
