"SOURCETY","year","radius_km","value","year.lag","value.lag","diff_yoy","diff_yoy_absolute"
"Coal",2005,50,0.155687808691751,NA,NA,NA,NA
"Coal",2006,50,0.163854188758717,2005,0.155687808691751,0.0524535616217323,0.00816638006696524
"Coal",2007,50,0.172394427305241,2006,0.163854188758717,0.0521209656660063,0.00854023854652439
"Coal",2008,50,0.162331857505983,2007,0.172394427305241,-0.0583694609886726,-0.0100625697992578
"Coal",2009,50,0.129202644827309,2008,0.162331857505983,-0.204083247661063,-0.033129212678674
"Coal",2010,50,0.127750515101205,2009,0.129202644827309,-0.0112391640902171,-0.00145212972610417
"Coal",2011,50,0.140155314766189,2010,0.127750515101205,0.0971017584951159,0.0124047996649839
"Coal",2012,50,0.119335072276918,2011,0.140155314766189,-0.148551216370241,-0.0208202424892713
"Coal",2013,50,0.122042559732864,2012,0.119335072276918,0.0226881117536283,0.00270748745594601
"Coal",2014,50,0.101635634567099,2013,0.122042559732864,-0.167211546614828,-0.0204069251657646
"Coal",2015,50,0.0950705379655584,2014,0.101635634567099,-0.0645944370741963,-0.00656509660154048
"Coal",2016,50,0.0863731569823222,2015,0.0950705379655584,-0.0914834518595761,-0.00869738098323616
"Coal",2017,50,0.0843826236425404,2016,0.0863731569823222,-0.0230457402429932,-0.00199053333978187
"Coal",2018,50,0.077352817513106,2017,0.0843826236425404,-0.0833086934961143,-0.00702980612943437
"Coal",2019,50,0.0766572740781539,2018,0.077352817513106,-0.00899183064449191,-0.000695543434952137
"Coal",2020,2,0.0492749856819838,2019,0.0766572740781539,-0.357204045218895,-0.0273822883961701
"Coal",2020,20,0.0471995493336182,2020,0.0492749856819838,-0.0421194713634273,-0.00207543634836561
"Coal",2020,50,0.058647648014246,2020,0.0471995493336182,0.242546779413291,0.0114480986806278
"Coal",2020,200,0.0121247372557319,2020,0.058647648014246,-0.793261321361315,-0.0465229107585141
"Oil & Gas",2005,50,0.10372502154144,NA,NA,NA,NA
"Oil & Gas",2006,50,0.104951792399789,2005,0.10372502154144,0.0118271448886473,0.00122677085834867
"Oil & Gas",2007,50,0.104556452444265,2006,0.104951792399789,-0.0037668718797851,-0.000395339955523807
"Oil & Gas",2008,50,0.107326372065581,2007,0.104556452444265,0.0264920964375032,0.00276991962131667
"Oil & Gas",2009,50,0.0897021786831314,2008,0.107326372065581,-0.164211209633367,-0.0176241933824499
"Oil & Gas",2010,50,0.111309162390315,2009,0.0897021786831314,0.24087468135539,0.0216069837071835
"Oil & Gas",2011,50,0.106291225822033,2010,0.111309162390315,-0.0450810738354641,-0.00501793656828145
"Oil & Gas",2012,50,0.0945838469059711,2011,0.106291225822033,-0.110144358817202,-0.0117073789160624
"Oil & Gas",2013,50,0.0936455335630596,2012,0.0945838469059711,-0.00992043962690926,-0.000938313342911515
"Oil & Gas",2014,50,0.0955862176351093,2013,0.0936455335630596,0.0207237227255781,0.00194068407204967
"Oil & Gas",2015,50,0.102042357516333,2014,0.0955862176351093,0.0675425813569649,0.00645613988122393
"Oil & Gas",2016,50,0.111164437534853,2015,0.102042357516333,0.0893950339892845,0.00912208001851933
"Oil & Gas",2017,50,0.107399070496054,2016,0.111164437534853,-0.0338720468730688,-0.00376536703879886
"Oil & Gas",2018,50,0.0986605694386203,2017,0.107399070496054,-0.0813647736155635,-0.00873850105743336
"Oil & Gas",2019,50,0.0940550121740193,2018,0.0986605694386203,-0.0466808299486483,-0.00460555726460105
"Oil & Gas",2020,2,0.115873642366052,2019,0.0940550121740193,0.231977325691733,0.0218186301920324
"Oil & Gas",2020,20,0.113709865633213,2020,0.115873642366052,-0.0186735886492933,-0.00216377673283898
